area_id
54
2
1586
1
1
1
113
10
53
4
113
2
47
66
104
104
1
1
1
2759
26
112
1002
104
1
205
1
83
2
1
1
11
1
102
66
1
2
66
1
2
1
1
1586
3
1
2
78
1
113
1
12
1
2089
1586
160
77
1005
1
26
2
1
1586
2
2
1002
88
1
1586
3
88
2
1586
1586
113
1
1
3
112
98
1586
1002
1
2
1890
78
77
40
113
2
66
47
1
1002
1586
23
1533
17
1
88
1586
1
1
26
1374
112
2
1
1
130
113
78
1
3
2
1
1
104
1
1
78
2014
1
26
1
1003
1002
1
2
1586
113
1002
1586
41
1400
2
3
1002
2
2019
17
72
1
2
2759
1691
17
66
1
113
113
1
1
1
104
1002
113
1586
95
1
1
1
11
113
11
2014
70
2
159
1586
32
112
102
181
88
1
1
1442
1
2759
1
2014
102
1586
2
160
1
17
113
2
1002
66
72
2
1
1
1586
66
1
1
1586
47
1
160
3
1
1586
2
2
2014
1002
1
130
2759
2
1586
3
113
1586
66
99
76
130
17
1586
1
1
1
1586
113
2
1586
2759
1
130
11
1
2
102
99
40
113
1
2330
2
66
1002
160
96
2
3
77
20
2759
1621
55
11
113
2014
1
113
1
1002
1
1586
66
1498
2759
1621
113
72
1586
1586
1
1586
1
1
1
53
1002
1
2
1
1
66
2088
1
2
2
1
2
2759
1586
88
160
88
1586
1
90
2
2
1586
1
1
1586
113
83
1
2
160
1
49
130
1586
1586
1641
1
1
1
113
1586
130
11
1006
1586
77
78
1
1002
1
2
1
2041
3
1586
1
11
1
1
1
1
2239
1586
88
1586
1
1
2
130
1002
98
66
2
248
177
1586
130
95
2759
113
1586
1
2
107
104
104
78
2
113
1
1
66
26
1
1002
1586
1
1586
1
1
1586
113
99
3
1007
3
1
54
2
5444
26
1586
1
77
54
11
2074
2
3
2759
104
78
2
102
2759
4
2759
112
1
1586
1
77
1586
113
180
1
1
1002
78
1
1002
1
1
78
113
2
79
53
1586
1
1364
99
112
1586
1586
113
1
1
83
1
95
1
77
113
1002
70
113
72
113
113
2759
1005
112
1
1
1002
1
102
1002
1
2759
2
54
2
1
112
88
40
2
1
1586
160
112
26
1
1586
2
1586
113
1586
1
1931
1
113
1002
79
41
1424
2
2
88
104
1240
1
2
1
1424
1498
2
113
1586
1
2014
1641
2
1
1
1586
1
55
1533
1586
11
2
